Dates,bitcoin_cash_currencies,bitcoin_currencies,bitcoin_gold,cardano,dash,ethereum_classic,ethereum_currencies,monero,neo,ripple_currencies
2017-01-19,,899.07,,,15.18,1.17,10.4,12.15,0.116619,0.007034
2017-01-18,,886.62,,,14.06,1.2,10.23,12.05,0.123035,0.006709
2017-01-17,,907.94,,,14.25,1.21,10.3,12.39,0.116638,0.0068
2017-01-16,,831.53,,,12.94,1.18,9.64,10.64,0.119649,0.006788
2017-01-15,,821.8,,,12.39,1.19,9.9,10.76,0.123732,0.006726
2017-01-14,,818.41,,,12.08,1.2,9.65,11.09,0.122939,0.006863
2017-01-13,,823.98,,,12.59,1.21,9.77,11.27,0.121321,0.006596
2017-12-01,,804.83,,,12.22,1.22,9.86,11.85,0.124122,0.006423
2017-11-01,,777.76,,,11.3,1.18,9.72,11.64,0.115138,0.006411
2017-10-01,,907.68,,,12.49,1.43,10.55,13.39,0.133864,0.006698
2017-09-01,,902.83,,,12.09,1.41,10.33,13.74,0.123767,0.006167
2017-08-01,,911.2,,,12.54,1.45,10.29,13.47,0.132609,0.006233
2017-07-01,,908.59,,,12.44,1.44,9.87,13.06,0.131104,0.006366
2017-06-01,,902.2,,,12.03,1.51,10.25,14.03,0.135472,0.006315
2017-05-01,,1013.38,,,14.38,1.61,10.25,16.19,0.13107,0.006201
2017-04-01,,1154.73,,,16.52,1.76,11.25,18.53,0.136734,0.00657
2017-03-01,,1043.84,,,12.78,1.49,9.73,16.09,0.140422,0.006386
2017-02-01,,1021.75,,,11.81,1.44,8.38,16.05,0.145642,0.006311
2017-01-01,,998.33,,,11.23,1.4,8.17,13.97,0.141841,0.006368
2016-12-31,,963.74,,,11.21,1.41,7.97,13.78,0.144763,0.006449
2016-12-30,,961.24,,,11.11,1.55,8.16,12.97,0.147527,0.006426
2016-12-29,,973.5,,,10.85,1.43,8.28,13.13,0.14095,0.006341
2016-12-28,,975.92,,,10.07,1.11,7.52,14.09,0.150689,0.006173
2016-12-27,,933.2,,,9.74,1.05,7.17,12.69,0.158032,0.006199
2016-12-26,,907.61,,,9.7,1.04,7.27,10.27,0.166597,0.006326
2016-12-25,,896.18,,,10.01,1.07,7.18,9.73,0.146788,0.006444
2016-12-24,,898.82,,,9.83,1.12,7.27,9.65,0.146916,0.006349
2016-12-23,,921.98,,,9.56,1.05,7.17,9.55,0.137593,0.006286
2016-12-22,,864.54,,,9.79,1.1,7.59,8.9,0.155065,0.006363
2016-12-21,,834.28,,,9.81,1.14,7.91,8.28,0.167117,0.006445
2016-12-20,,800.88,,,10.22,1.14,7.66,8.43,0.120868,0.0065
2016-12-19,,792.71,,,10.32,1.2,7.64,8.63,0.121387,0.006545
2016-12-18,,790.53,,,9.89,1.05,7.87,8.61,0.11526,0.006574
2016-12-17,,790.83,,,9.74,1.01,7.88,8.32,0.105842,0.006541
2016-12-16,,784.91,,,9.89,1.07,7.86,8.51,0.114432,0.00671
2016-12-15,,778.09,,,9.3,1.08,7.83,8.42,0.109837,0.006662
2016-12-14,,781.48,,,9.16,0.99484,8.27,8.41,0.121008,0.006705
2016-12-13,,780.56,,,9.39,0.983316,8.42,8.11,0.127959,0.006708
2016-12-12,,780.09,,,9.1,0.908797,8.52,8.05,0.129977,0.006778
2016-11-12,,769.73,,,9.54,0.930446,8.19,7.91,0.122134,0.006744
2016-10-12,,774.65,,,8.88,0.860004,8.13,7.78,0.125328,0.006816
2016-09-12,,772.79,,,8.83,0.809223,8.45,7.95,0.13007,0.007135
2016-08-12,,770.81,,,8.75,0.817662,8.23,7.79,0.134429,0.007097
2016-07-12,,768.13,,,8.68,0.822794,8.38,7.89,0.13745,0.006851
2016-06-12,,764.22,,,8.8,0.782294,7.87,7.54,0.136097,0.006655
2016-05-12,,758.7,,,8.56,0.837907,6.82,7.91,0.141459,0.006434
2016-04-12,,773.87,,,8.82,0.768952,7.44,7.8,0.14717,0.006527
2016-03-12,,771.16,,,8.88,0.772839,7.92,8.27,0.142444,0.006588
2016-02-12,,777.94,,,8.66,0.801643,7.76,8.23,0.141991,0.00666
2016-01-12,,756.77,,,8.74,0.766635,8.45,8.58,0.140114,0.006702
2016-11-30,,745.69,,,8.91,0.748166,8.59,8.95,0.144636,0.006723
2016-11-29,,735.6,,,8.82,0.747909,8.17,7.6,0.149953,0.00678
2016-11-28,,735.81,,,8.96,0.759313,8.72,7.89,0.167994,0.007008
2016-11-27,,732.03,,,9.09,0.778122,9.0,7.93,0.17305,0.007074
2016-11-26,,735.38,,,8.9,0.781978,9.33,7.62,0.174141,0.00739
2016-11-25,,741.65,,,9.1,0.845464,9.4,7.54,0.174514,0.006902
2016-11-24,,740.29,,,9.13,0.769668,9.23,7.81,0.171955,0.00695
2016-11-23,,744.59,,,8.51,0.816454,9.84,7.91,0.167085,0.007061
2016-11-22,,751.35,,,8.63,0.840367,9.91,7.69,0.168892,0.007434
2016-11-21,,739.25,,,8.58,0.850297,9.62,6.8,0.173476,0.007566
2016-11-20,,731.03,,,8.51,0.858533,9.58,6.58,0.170999,0.007651
2016-11-19,,751.62,,,8.48,0.860979,9.66,6.55,0.169928,0.007799
2016-11-18,,751.59,,,8.95,0.871999,9.48,6.72,0.172177,0.007778
2016-11-17,,740.98,,,9.02,0.893229,9.99,6.79,0.17328,0.007727
2016-11-16,,744.2,,,9.45,0.909567,10.06,6.58,0.162529,0.007842
2016-11-15,,711.62,,,9.64,0.922699,10.22,7.3,0.173875,0.007881
2016-11-14,,705.02,,,9.68,0.888597,9.97,7.71,0.183786,0.008098
2016-11-13,,702.03,,,9.49,0.902412,10.1,7.1,0.169917,0.008257
2016-12-11,,705.05,,,9.64,0.909944,9.88,7.44,0.168695,0.008044
2016-11-11,,716.41,,,9.67,0.917606,10.29,6.78,0.176226,0.008065
2016-10-11,,715.53,,,9.67,0.921264,10.52,6.1,0.168272,0.008136
2016-09-11,,723.27,,,9.7,0.913514,10.66,6.19,0.159859,0.008079
2016-08-11,,709.85,,,9.76,0.943784,10.83,6.32,0.161594,0.008206
2016-07-11,,703.13,,,9.92,0.927765,10.81,5.74,0.173087,0.008108
2016-06-11,,711.52,,,9.4,0.982655,10.87,4.97,0.164002,0.008193
2016-05-11,,703.42,,,9.21,1.04,11.0,5.02,0.160797,0.00823
2016-04-11,,703.23,,,9.13,0.972006,11.09,4.85,0.175917,0.008157
2016-03-11,,688.7,,,9.12,0.893556,10.8,4.89,0.173534,0.008021
2016-02-11,,740.83,,,8.94,0.885256,10.75,4.51,0.197941,0.008222
2016-01-11,,729.79,,,9.04,0.884664,10.77,4.71,0.211322,0.008102
2016-10-31,,700.97,,,9.2,0.903216,11.0,5.12,0.228251,0.008196
2016-10-30,,701.86,,,9.67,0.927473,11.18,5.57,0.181026,0.008014
2016-10-29,,714.48,,,8.61,0.889612,10.44,5.14,0.170166,0.007732
2016-10-28,,689.65,,,9.07,0.942647,11.09,5.73,0.151552,0.008143
2016-10-27,,688.31,,,9.71,0.995753,11.5,6.21,0.127426,0.008481
2016-10-26,,678.3,,,9.34,1.03,11.53,6.17,0.129615,0.008835
2016-10-25,,657.59,,,9.41,1.02,11.41,6.09,0.135712,0.008891
2016-10-24,,653.76,,,9.85,1.03,11.97,6.42,0.093762,0.009065
2016-10-23,,657.07,,,9.96,1.05,12.04,6.51,0.082727,0.009454
2016-10-22,,657.29,,,10.36,1.05,12.07,6.52,0.081484,0.008972
2016-10-21,,632.83,,,10.77,1.03,12.18,6.78,0.080181,0.009029
2016-10-20,,630.86,,,10.5,1.04,12.1,6.56,0.092682,0.009092
2016-10-19,,630.52,,,10.29,1.05,12.02,6.62,0.117084,0.008627
2016-10-18,,637.96,,,10.21,1.06,12.59,6.57,0.19744,0.00835
2016-10-17,,639.19,,,10.62,1.07,12.01,6.28,0.192747,0.00803
2016-10-16,,641.63,,,10.85,1.2,11.95,6.38,0.175901,0.008078
2016-10-15,,638.65,,,11.1,0.992573,11.98,6.56,0.179885,0.008146
2016-10-14,,640.38,,,11.53,0.991068,11.94,6.92,0.191014,0.008767
2016-10-13,,636.79,,,11.44,1.01,11.96,6.91,0.185407,0.007982
2016-12-10,,636.19,,,11.43,1.04,11.93,7.31,0.186052,0.007949
2016-11-10,,641.07,,,11.73,1.1,11.79,7.28,0.193575,0.008234
2016-10-10,,618.99,,,11.69,1.15,11.76,6.94,0.193108,0.007978
2016-09-10,,616.75,,,11.59,1.17,12.05,7.48,0.186541,0.007543
2016-08-10,,619.11,,,11.72,1.18,12.22,6.88,0.205229,0.00731
2016-07-10,,617.12,,,11.87,1.17,12.67,6.89,0.20284,0.007377
2016-06-10,,613.02,,,12.06,1.17,12.85,7.18,0.180059,0.007382
2016-05-10,,612.51,,,12.03,1.19,13.04,6.76,0.289392,0.007435
2016-04-10,,610.2,,,12.06,1.16,13.28,7.65,0.185843,0.007853
2016-03-10,,612.13,,,11.89,1.19,13.45,7.95,0.178713,0.008089
2016-02-10,,610.89,,,11.78,1.19,13.2,8.3,0.177279,0.008165
2016-01-10,,613.98,,,11.71,1.19,13.17,7.36,0.202293,0.008205
2016-09-30,,609.73,,,12.1,1.26,13.22,8.41,0.184939,0.00883
2016-09-29,,605.69,,,12.01,1.27,13.07,8.71,0.191738,0.008914
2016-09-28,,604.73,,,11.59,1.25,13.27,9.4,0.194798,0.009048
2016-09-27,,606.17,,,11.64,1.2,13.1,9.31,0.197913,0.008229
2016-09-26,,608.04,,,11.41,1.2,12.82,9.4,0.202491,0.007963
2016-09-25,,600.83,,,11.55,1.21,13.1,10.24,0.198994,0.007855
2016-09-24,,602.63,,,11.53,1.25,12.88,10.63,0.213843,0.007362
2016-09-23,,602.84,,,11.54,1.24,13.33,10.77,0.243237,0.007211
2016-09-22,,596.3,,,11.54,1.25,13.25,10.16,0.252723,0.006843
2016-09-21,,597.15,,,11.53,1.22,13.77,9.92,0.303794,0.006829
2016-09-20,,608.31,,,11.41,1.25,14.43,11.15,0.312621,0.006785
2016-09-19,,609.23,,,11.54,1.28,13.19,10.56,0.331296,0.006858
2016-09-18,,609.87,,,11.64,1.32,12.43,9.45,0.384916,0.006853
2016-09-17,,605.98,,,11.78,1.32,12.7,9.68,0.426568,0.007018
2016-09-16,,606.97,,,11.72,1.32,12.56,8.91,0.388858,0.007446
2016-09-15,,607.16,,,12.21,1.28,11.94,9.41,0.349832,0.008303
2016-09-14,,610.68,,,12.71,1.29,11.92,10.51,0.325127,0.005961
2016-09-13,,609.24,,,13.0,1.29,11.92,10.88,0.309509,0.005886
2016-12-09,,608.24,,,12.26,1.32,11.89,10.03,0.374598,0.005897
2016-11-09,,606.72,,,11.14,1.34,11.64,10.69,0.37615,0.005842
2016-10-09,,623.51,,,11.42,1.42,12.17,12.23,0.391001,0.00587
2016-09-09,,622.86,,,11.22,1.4,11.65,12.43,0.558478,0.005869
2016-08-09,,626.32,,,11.69,1.44,11.35,12.74,,0.005902
2016-07-09,,614.54,,,11.28,1.48,11.55,11.83,,0.005892
2016-06-09,,610.44,,,10.92,1.47,11.69,12.46,,0.005912
2016-05-09,,606.59,,,11.27,1.45,11.72,13.96,,0.005932
2016-04-09,,608.63,,,11.39,1.46,11.68,13.39,,0.005954
2016-03-09,,598.21,,,11.45,1.34,11.76,10.59,,0.005964
2016-02-09,,575.54,,,11.36,1.39,12.11,10.21,,0.00597
2016-01-09,,572.3,,,11.45,1.44,11.99,8.0,,0.005984
2016-08-31,,575.47,,,11.89,1.18,11.67,8.58,,0.006012
2016-08-30,,577.5,,,11.77,1.24,11.23,8.49,,0.006026
2016-08-29,,574.11,,,11.68,1.26,10.98,8.5,,0.006131
2016-08-28,,573.91,,,12.42,1.32,10.93,9.51,,0.005963
2016-08-27,,569.95,,,12.57,1.35,11.15,5.3,,0.005975
2016-08-26,,579.65,,,12.74,1.44,11.3,4.18,,0.00603
2016-08-25,,577.76,,,12.31,1.37,11.36,4.15,,0.006079
2016-08-24,,580.18,,,13.28,1.44,11.04,4.42,,0.006052
2016-08-23,,583.41,,,13.42,1.6,11.03,4.72,,0.006019
2016-08-22,,586.75,,,14.21,1.67,11.12,3.99,,0.006
2016-08-21,,581.31,,,13.41,1.72,11.18,2.54,,0.006052
2016-08-20,,581.7,,,13.1,1.74,11.25,2.44,,0.006114
2016-08-19,,575.63,,,13.78,1.79,10.75,2.3,,0.006119
2016-08-18,,574.32,,,13.86,1.69,10.76,2.19,,0.006122
2016-08-17,,573.22,,,12.55,1.74,10.75,2.24,,0.006109
2016-08-16,,577.44,,,12.87,1.86,11.14,2.2,,0.00614
2016-08-15,,567.24,,,13.3,1.86,11.22,2.18,,0.006045
2016-08-14,,570.47,,,14.48,1.93,11.19,2.01,,0.005994
2016-08-13,,585.59,,,12.91,1.87,11.57,1.98,,0.006092
2016-12-08,,587.56,,,12.59,1.85,11.78,1.95,,0.006123
2016-11-08,,589.12,,,11.08,1.85,11.69,1.98,,0.006189
2016-10-08,,592.1,,,10.44,1.71,12.14,2.01,,0.006194
2016-09-08,,587.8,,,10.3,1.95,12.24,2.05,,0.006163
2016-08-08,,591.05,,,10.38,2.19,11.25,1.9,,0.006027
2016-07-08,,592.69,,,10.35,2.15,10.91,1.9,,0.006178
2016-06-08,,587.78,,,10.55,2.7,10.88,1.88,,0.006337
2016-05-08,,575.04,,,9.72,2.59,10.93,1.79,,0.006447
2016-04-08,,578.29,,,9.53,2.34,11.04,1.85,,0.005816
2016-03-08,,566.35,,,9.33,2.6,10.29,1.57,,0.005646
2016-02-08,,547.47,,,9.16,2.76,8.79,1.49,,0.00569
2016-01-08,,606.27,,,9.9,2.34,10.94,1.7,,0.005906
2016-07-31,,624.68,,,9.51,1.8,11.88,1.82,,0.005945
2016-07-30,,655.05,,,9.22,1.57,12.46,1.91,,0.006121
2016-07-29,,656.99,,,9.46,1.64,12.79,1.89,,0.006111
2016-07-28,,655.03,,,9.31,1.73,12.84,1.85,,0.005974
2016-07-27,,654.35,,,9.15,1.6,12.97,1.94,,0.005969
2016-07-26,,651.78,,,8.86,2.55,11.99,1.83,,0.005998
2016-07-25,,654.1,,,9.13,0.602402,13.84,1.85,,0.006246
2016-07-24,,661.28,,,9.21,0.928814,12.75,1.88,,0.006286
2016-07-23,,655.56,,,9.31,,14.3,1.89,,0.006317
2016-07-22,,650.62,,,9.25,,14.66,1.83,,0.006303
2016-07-21,,665.01,,,8.96,,12.65,1.74,,0.006416
2016-07-20,,665.68,,,8.44,,12.45,1.76,,0.006395
2016-07-19,,672.86,,,8.5,,11.62,1.9,,0.006405
2016-07-18,,673.11,,,8.22,,11.03,1.95,,0.006482
2016-07-17,,679.46,,,8.12,,11.16,1.99,,0.006538
2016-07-16,,660.77,,,8.26,,11.65,1.98,,0.006572
2016-07-15,,663.26,,,8.09,,11.95,1.99,,0.006442
2016-07-14,,658.08,,,7.75,,11.51,2.01,,0.006385
2016-07-13,,654.47,,,7.84,,10.5,1.93,,0.006411
2016-12-07,,664.55,,,7.84,,10.52,1.99,,0.00635
2016-11-07,,647.66,,,7.96,,10.46,1.98,,0.006534
2016-10-07,,649.36,,,7.42,,10.95,1.91,,0.006674
2016-09-07,,650.96,,,7.36,,10.97,1.96,,0.006679
2016-08-07,,666.52,,,7.45,,11.39,1.98,,0.006715
2016-07-07,,640.56,,,7.03,,10.11,1.9,,0.006598
2016-06-07,,677.33,,,6.98,,10.53,1.94,,0.006691
2016-05-07,,670.63,,,6.99,,10.61,1.73,,0.006699
2016-04-07,,683.66,,,7.08,,11.47,1.71,,0.007028
2016-03-07,,658.66,,,7.01,,11.72,1.7,,0.006607
2016-02-07,,703.7,,,7.18,,12.13,1.75,,0.006699
2016-01-07,,676.3,,,7.24,,12.2,1.66,,0.006787
2016-06-30,,673.34,,,7.13,,12.46,1.61,,0.006657
2016-06-29,,639.89,,,6.99,,12.61,1.55,,0.006777
2016-06-28,,647.0,,,6.91,,12.18,1.49,,0.006773
2016-06-27,,655.28,,,7.01,,13.88,1.48,,0.006398
2016-06-26,,629.37,,,6.78,,13.85,1.48,,0.0064
2016-06-25,,665.12,,,6.86,,14.28,1.55,,0.006414
2016-06-24,,665.3,,,7.13,,14.33,1.59,,0.006434
2016-06-23,,623.98,,,7.24,,13.68,1.56,,0.006381
2016-06-22,,596.12,,,7.34,,13.1,1.5,,0.006495
2016-06-21,,666.65,,,7.78,,13.31,1.61,,0.006172
2016-06-20,,737.23,,,8.29,,11.84,1.83,,0.006626
2016-06-19,,763.78,,,7.99,,12.23,1.87,,0.006813
2016-06-18,,756.23,,,8.16,,11.33,2.01,,0.006604
2016-06-17,,748.91,,,8.36,,15.38,1.75,,0.006693
2016-06-16,,766.31,,,8.59,,20.59,1.58,,0.006676
2016-06-15,,694.47,,,8.14,,18.35,1.46,,0.006887
2016-06-14,,685.56,,,8.2,,18.89,1.39,,0.007105
2016-06-13,,704.38,,,7.72,,17.6,1.28,,0.005824
2016-12-06,,672.78,,,7.66,,15.74,1.25,,0.005852
2016-11-06,,606.73,,,7.9,,14.19,1.14,,0.005766
2016-10-06,,577.47,,,7.84,,13.91,1.15,,0.005736
2016-09-06,,574.63,,,7.82,,14.4,1.11,,0.005788
2016-08-06,,581.65,,,7.88,,14.42,0.999952,,0.00577
2016-07-06,,576.6,,,7.91,,14.51,1.01,,0.00578
2016-06-06,,585.54,,,7.77,,13.93,1.01,,0.005769
2016-05-06,,574.98,,,7.58,,13.98,1.0,,0.005796
2016-04-06,,572.73,,,8.05,,13.74,0.974353,,0.00578
2016-03-06,,569.19,,,8.06,,13.85,0.945202,,0.005827
2016-02-06,,537.97,,,8.1,,13.74,0.92668,,0.005766
2016-01-06,,536.92,,,8.26,,14.0,0.914871,,0.005809
2016-05-31,,531.39,,,8.18,,14.08,0.928747,,0.005706
2016-05-30,,533.86,,,8.2,,12.73,0.910537,,0.005748
2016-05-29,,526.23,,,8.19,,12.35,0.881719,,0.005662
2016-05-28,,530.04,,,7.85,,11.89,0.919737,,0.005682
2016-05-27,,473.46,,,7.5,,11.3,0.859091,,0.005679
2016-05-26,,453.38,,,7.39,,12.43,0.860175,,0.005669
2016-05-25,,449.6,,,7.61,,12.53,0.865887,,0.005756
2016-05-24,,445.98,,,7.76,,12.73,0.901127,,0.005962
2016-05-23,,444.15,,,8.1,,13.46,0.91473,,0.005909
2016-05-22,,439.32,,,8.1,,14.29,0.938764,,0.005936
2016-05-21,,443.19,,,8.24,,14.02,0.975433,,0.00599
2016-05-20,,442.68,,,7.95,,13.64,0.942222,,0.006084
2016-05-19,,438.71,,,7.7,,14.77,0.853595,,0.006032
2016-05-18,,454.62,,,7.39,,13.56,0.840542,,0.006028
2016-05-17,,453.78,,,7.41,,12.2,0.813343,,0.006023
2016-05-16,,454.16,,,7.27,,11.17,0.818356,,0.006022
2016-05-15,,457.57,,,7.0,,9.96,0.823823,,0.006061
2016-05-14,,455.67,,,6.95,,10.24,0.838895,,0.006073
2016-05-13,,455.67,,,6.97,,10.51,0.847763,,0.006109
2016-12-05,,454.77,,,6.78,,10.06,0.875668,,0.006167
2016-11-05,,452.73,,,6.76,,10.0,0.85971,,0.006189
2016-10-05,,450.89,,,6.79,,9.36,0.829463,,0.006272
2016-09-05,,460.48,,,6.59,,9.3,0.825393,,0.006399
2016-08-05,,458.55,,,6.69,,9.48,0.850586,,0.006404
2016-07-05,,458.54,,,6.58,,9.37,0.880058,,0.00649
2016-06-05,,459.6,,,6.77,,9.35,0.877466,,0.006399
2016-05-05,,447.98,,,6.82,,9.83,0.906841,,0.006193
2016-04-05,,446.72,,,6.84,,9.41,0.916455,,0.006323
2016-03-05,,450.3,,,6.8,,9.31,0.908237,,0.00656
2016-02-05,,444.67,,,6.83,,10.16,0.964395,,0.006714
2016-01-05,,451.88,,,6.79,,8.85,0.914293,,0.006791
2016-04-30,,448.32,,,6.83,,8.81,0.916537,,0.006812
2016-04-29,,455.1,,,6.6,,7.46,0.883684,,0.006759
2016-04-28,,449.01,,,6.46,,7.17,0.904794,,0.006686
2016-04-27,,444.69,,,6.28,,7.76,0.941531,,0.006725
2016-04-26,,466.09,,,6.08,,7.4,0.884295,,0.007095
2016-04-25,,461.43,,,6.17,,7.55,0.953362,,0.007283
2016-04-24,,458.55,,,6.44,,8.0,1.01,,0.007251
2016-04-23,,450.28,,,6.51,,8.29,1.04,,0.007346
2016-04-22,,445.74,,,6.28,,7.82,0.980429,,0.007284
2016-04-21,,449.42,,,6.19,,8.1,0.977233,,0.007433
2016-04-20,,441.39,,,6.35,,8.47,1.06,,0.007244
2016-04-19,,435.51,,,6.39,,8.71,1.11,,0.007118
2016-04-18,,428.59,,,6.23,,9.04,1.11,,0.006987
2016-04-17,,427.4,,,6.4,,9.31,1.04,,0.006499
2016-04-16,,430.57,,,6.3,,8.61,0.977983,,0.00651
2016-04-15,,429.71,,,6.03,,8.24,0.990145,,0.006424
2016-04-14,,424.28,,,6.41,,8.39,1.01,,0.006289
2016-04-13,,423.73,,,6.51,,8.04,1.03,,0.005695
2016-12-04,,425.19,,,6.5,,7.44,0.955986,,0.005885
2016-11-04,,422.48,,,6.35,,8.64,1.02,,0.006048
2016-10-04,,421.56,,,6.54,,8.94,1.1,,0.005937
2016-09-04,,419.41,,,6.68,,9.15,1.13,,0.006288
2016-08-04,,420.35,,,6.99,,9.72,1.24,,0.006671
2016-07-04,,422.74,,,6.9,,10.07,1.5,,0.006875
2016-06-04,,423.41,,,7.02,,10.69,1.51,,0.007296
2016-05-04,,424.03,,,7.07,,10.44,1.52,,0.007474
2016-04-04,,421.44,,,6.96,,11.16,1.6,,0.007491
2016-03-04,,420.9,,,7.0,,11.62,1.54,,0.007503
2016-02-04,,420.87,,,7.05,,11.6,1.55,,0.007501
2016-01-04,,417.96,,,7.07,,11.66,1.46,,0.007418
2016-03-31,,416.73,,,6.88,,11.4,1.4,,0.007391
2016-03-30,,414.82,,,6.78,,11.95,1.45,,0.007332
2016-03-29,,416.52,,,7.08,,11.66,1.49,,0.007566
2016-03-28,,424.23,,,7.06,,11.67,1.49,,0.007564
2016-03-27,,426.77,,,7.05,,10.42,1.53,,0.008029
2016-03-26,,417.95,,,7.21,,10.97,1.7,,0.008066
2016-03-25,,417.18,,,7.44,,10.74,1.6,,0.008191
2016-03-24,,416.39,,,6.66,,11.23,1.7,,0.00823
2016-03-23,,418.04,,,6.59,,12.42,1.45,,0.008332
2016-03-22,,418.09,,,6.09,,11.27,1.39,,0.00811
2016-03-21,,413.31,,,6.01,,11.86,1.49,,0.008047
2016-03-20,,413.76,,,6.12,,10.32,1.52,,0.00796
2016-03-19,,410.44,,,5.99,,10.53,1.21,,0.008016
2016-03-18,,409.55,,,5.95,,11.0,1.15,,0.008119
2016-03-17,,420.62,,,5.98,,11.08,1.3,,0.008287
2016-03-16,,417.01,,,6.33,,12.52,1.15,,0.008178
2016-03-15,,416.83,,,5.84,,13.01,1.14,,0.008186
2016-03-14,,416.44,,,5.54,,12.45,1.12,,0.008479
2016-03-13,,414.07,,,5.68,,14.48,1.24,,0.008635
2016-12-03,,411.62,,,5.31,,13.53,1.15,,0.0087
2016-11-03,,421.69,,,5.15,,11.08,1.1,,0.008803
2016-10-03,,417.13,,,4.92,,11.31,1.09,,0.00819
2016-09-03,,414.86,,,4.57,,11.9,1.24,,0.008056
2016-08-03,,413.97,,,4.6,,9.85,1.19,,0.007949
2016-07-03,,414.32,,,4.3,,9.55,1.07,,0.007918
2016-06-03,,407.71,,,4.58,,11.38,1.2,,0.00786
2016-05-03,,400.57,,,4.87,,11.0,1.2,,0.007878
2016-04-03,,410.94,,,4.63,,10.41,1.1,,0.008096
2016-03-03,,421.65,,,4.71,,9.29,1.09,,0.008162
2016-02-03,,423.99,,,3.88,,8.47,0.827633,,0.00803
2016-01-03,,435.12,,,3.9,,7.65,0.847996,,0.008006
2016-02-29,,437.7,,,3.92,,6.34,0.870503,,0.007923
2016-02-28,,433.5,,,4.0,,6.47,0.870485,,0.007889
2016-02-27,,432.52,,,4.08,,6.43,0.8297,,0.007972
2016-02-26,,432.15,,,3.97,,5.92,0.813595,,0.008058
2016-02-25,,424.54,,,3.91,,6.1,0.806427,,0.008027
2016-02-24,,424.95,,,4.02,,6.24,0.801251,,0.008076
2016-02-23,,420.74,,,3.8,,5.59,0.756528,,0.00797
2016-02-22,,437.75,,,4.2,,5.62,0.77803,,0.00805
2016-02-21,,438.8,,,4.0,,4.65,0.782148,,0.0081
2016-02-20,,437.16,,,3.64,,4.34,0.824465,,0.008253
2016-02-19,,420.79,,,3.51,,4.74,0.819088,,0.008245
2016-02-18,,422.37,,,3.53,,4.4,0.774533,,0.007995
2016-02-17,,416.32,,,3.68,,3.76,0.733156,,0.008138
2016-02-16,,407.49,,,3.48,,4.32,0.935744,,0.008451
2016-02-15,,400.18,,,3.78,,5.29,0.791647,,0.008631
2016-02-14,,407.23,,,3.8,,5.24,0.846403,,0.00859
2016-02-13,,391.86,,,3.77,,5.39,0.804311,,0.008257
2016-12-02,,384.26,,,3.79,,5.55,0.612499,,0.007979
2016-11-02,,379.65,,,3.26,,6.01,0.516381,,0.007815
2016-10-02,,381.65,,,3.84,,4.44,0.480424,,0.007853
2016-09-02,,376.03,,,3.97,,4.04,0.46485,,0.007815
2016-08-02,,373.45,,,4.16,,3.18,0.481636,,0.007991
2016-07-02,,376.62,,,4.21,,2.96,0.479407,,0.008338
2016-06-02,,376.52,,,4.19,,2.53,0.480421,,0.007922
2016-05-02,,386.55,,,4.28,,2.54,0.496352,,0.007262
2016-04-02,,389.59,,,4.29,,2.58,0.507164,,0.00697
2016-03-02,,369.95,,,4.18,,2.53,0.491974,,0.006883
2016-02-02,,374.45,,,4.11,,2.44,0.501037,,0.006768
2016-01-02,,373.06,,,4.12,,2.21,0.497962,,0.006542
2016-01-31,,368.77,,,4.11,,2.31,0.483429,,0.006399
2016-01-30,,378.26,,,4.29,,2.45,0.511528,,0.006634
2016-01-29,,379.47,,,4.39,,2.49,0.51825,,0.00684
2016-01-28,,380.29,,,4.22,,2.53,0.563129,,0.006226
2016-01-27,,394.97,,,4.2,,2.39,0.61087,,0.006506
2016-01-26,,392.15,,,4.52,,2.28,0.584982,,0.005419
2016-01-25,,391.73,,,4.02,,2.5,0.581354,,0.005135
2016-01-24,,402.97,,,4.4,,2.14,0.62205,,0.005219
2016-01-23,,387.49,,,4.49,,1.97,0.61602,,0.00512
2016-01-22,,382.49,,,5.13,,1.5,0.536995,,0.005114
2016-01-21,,410.26,,,5.15,,1.55,0.549362,,0.005313
2016-01-20,,420.23,,,4.77,,1.53,0.535095,,0.005381
2016-01-19,,380.15,,,3.87,,1.37,0.545904,,0.005271
2016-01-18,,387.17,,,4.37,,1.43,0.502346,,0.005326
2016-01-17,,382.3,,,4.95,,1.33,0.450774,,0.005266
2016-01-16,,387.54,,,3.89,,1.22,0.496668,,0.005112
2016-01-15,,364.33,,,3.36,,1.21,0.428456,,0.005229
2016-01-14,,430.31,,,3.4,,1.19,0.486483,,0.005529
2016-01-13,,432.37,,,3.1,,1.13,0.484302,,0.005794
2016-12-01,,435.69,,,3.03,,1.14,0.490113,,0.005854
2016-11-01,,448.43,,,3.15,,1.06,0.482049,,0.005895
2016-10-01,,447.99,,,3.29,,0.999231,0.488578,,0.005956
2016-09-01,,447.61,,,3.18,,0.986833,0.490135,,0.005982
2016-08-01,,453.23,,,3.31,,0.986789,0.488417,,0.005933
2016-07-01,,458.05,,,3.38,,0.942005,0.492529,,0.006039
2016-06-01,,429.11,,,3.38,,0.95086,0.505053,,0.006003
2016-05-01,,431.96,,,3.33,,0.950176,0.499272,,0.006044
2016-04-01,,433.09,,,3.32,,0.95448,0.517388,,0.005958
2016-03-01,,430.01,,,3.24,,0.971905,0.500312,,0.006017
2016-02-01,,433.44,,,3.28,,0.937124,0.532668,,0.006065
